"subID","block","trial","image","imageIdx","cueIdx","cue_string","congruent","response","accuracy","RT","cueDuration","learningRound","trueCue","congCue","imgLockedRT"
32,1,1," S4-20.jpg",2,2," purple","congruent",2,1,1.9575,0.8,1,0.8,0.8,1.1575
32,1,2," S3-12.jpg",1,3," green","neutral",1,1,1.5058,0.8,1,0.5,0.5,0.7058
32,1,3," S4-20.jpg",2,2," purple","congruent",2,1,1.4387,0.8167,1,0.8,0.8,0.622
32,1,4," S3-12.jpg",1,1," orange","congruent",1,1,1.8709,0.9,1,0.8,0.8,0.9709
32,1,5," S3-12.jpg",1,2," purple","incongruent",1,1,2.4218,1.1667,1,0.8,0.2,1.2551
32,1,6," S3-12.jpg",1,1," orange","congruent",1,1,1.6326,0.7667,1,0.8,0.8,0.8659
32,1,7," S3-12.jpg",1,1," orange","congruent",1,1,1.6266,0.9167,1,0.8,0.8,0.7099
32,1,8," S3-12.jpg",1,1," orange","congruent",1,1,1.7539,1.1167,1,0.8,0.8,0.6372
32,1,9," S4-20.jpg",2,3," green","neutral",2,1,1.378,0.8667,1,0.5,0.5,0.5113
32,1,10," S3-12.jpg",1,3," green","neutral",1,1,1.4364,0.8,1,0.5,0.5,0.6364
32,1,11," S3-12.jpg",1,3," green","neutral",1,1,1.8377,0.9167,1,0.5,0.5,0.921
32,1,12," S3-12.jpg",1,1," orange","congruent",1,1,0.751,0.8333,1,0.8,0.8,-0.0823
32,1,13," S4-20.jpg",2,1," orange","incongruent",1,0,0.5429,1.5,1,0.8,0.2,-0.9571
32,1,14," S3-12.jpg",1,1," orange","congruent",1,1,1.4248,0.8333,1,0.8,0.8,0.5915
32,1,15," S3-12.jpg",1,3," green","neutral",1,1,1.4248,0.9833,1,0.5,0.5,0.4415
32,1,16," S3-12.jpg",1,2," purple","incongruent",2,0,0.6569,0.7667,1,0.8,0.2,-0.1098
32,1,17," S4-20.jpg",2,3," green","neutral",1,0,1.142,0.85,1,0.5,0.5,0.292
32,1,18," S3-12.jpg",1,3," green","neutral",2,0,1.2598,0.7833,1,0.5,0.5,0.4765
32,1,19," S3-12.jpg",1,2," purple","incongruent",2,0,0.8117,0.7833,1,0.8,0.2,0.0284
32,1,20," S3-12.jpg",1,3," green","neutral",1,1,0.5828,0.8167,1,0.5,0.5,-0.2339
32,1,21," S4-20.jpg",2,2," purple","congruent",2,1,0.6111,0.8333,1,0.8,0.8,-0.2222
32,1,22," S4-20.jpg",2,2," purple","congruent",2,1,0.5672,0.8833,1,0.8,0.8,-0.3161
32,1,23," S3-12.jpg",1,2," purple","incongruent",2,0,0.5418,1.05,1,0.8,0.2,-0.5082
32,1,24," S4-20.jpg",2,2," purple","congruent",2,1,1.0003,0.9333,1,0.8,0.8,0.067
32,1,25," S4-20.jpg",2,2," purple","congruent",2,1,0.5591,0.7667,1,0.8,0.8,-0.2076
32,1,26," S3-12.jpg",1,1," orange","congruent",1,1,0.5943,0.8667,1,0.8,0.8,-0.2724
32,1,27," S4-20.jpg",2,3," green","neutral",1,0,0.5607,0.7833,1,0.5,0.5,-0.2226
32,1,28," S3-12.jpg",1,3," green","neutral",1,1,1.5881,0.8333,1,0.5,0.5,0.7548
32,1,29," S4-20.jpg",2,3," green","neutral",1,0,0.5569,0.8167,1,0.5,0.5,-0.2598
32,1,30," S4-20.jpg",2,2," purple","congruent",2,1,0.6283,0.9667,1,0.8,0.8,-0.3384
32,1,31," S3-12.jpg",1,3," green","neutral",1,1,0.8713,0.7667,1,0.5,0.5,0.1046
32,1,32," S3-12.jpg",1,2," purple","incongruent",2,0,0.5235,0.9,1,0.8,0.2,-0.3765
32,1,33," S3-12.jpg",1,3," green","neutral",1,1,0.74,0.75,1,0.5,0.5,-0.01
32,1,34," S4-20.jpg",2,3," green","neutral",1,0,0.883,0.7667,1,0.5,0.5,0.1163
32,1,35," S3-12.jpg",1,1," orange","congruent",1,1,0.8044,1.0833,1,0.8,0.8,-0.2789
32,1,36," S3-12.jpg",1,1," orange","congruent",1,1,0.7937,1.1333,1,0.8,0.8,-0.3396
32,1,37," S4-20.jpg",2,2," purple","congruent",2,1,0.7147,0.85,1,0.8,0.8,-0.1353
32,1,38," S3-12.jpg",1,1," orange","congruent",1,1,0.8572,0.9,1,0.8,0.8,-0.0428000000000001
32,1,39," S4-20.jpg",2,2," purple","congruent",2,1,0.7326,1.0167,1,0.8,0.8,-0.2841
32,1,40," S4-20.jpg",2,3," green","neutral",1,0,0.6898,1,1,0.5,0.5,-0.3102
32,1,41," S4-20.jpg",2,2," purple","congruent",2,1,0.7622,0.85,1,0.8,0.8,-0.0878
32,1,42," S4-20.jpg",2,2," purple","congruent",2,1,0.5972,0.8833,1,0.8,0.8,-0.2861
32,1,43," S3-12.jpg",1,3," green","neutral",1,1,0.6104,0.8,1,0.5,0.5,-0.1896
32,1,44," S4-20.jpg",2,2," purple","congruent",2,1,0.5379,1,1,0.8,0.8,-0.4621
32,1,45," S3-12.jpg",1,1," orange","congruent",1,1,0.7982,0.7833,1,0.8,0.8,0.0149
32,1,46," S3-12.jpg",1,1," orange","congruent",1,1,0.6055,0.7833,1,0.8,0.8,-0.1778
32,1,47," S4-20.jpg",2,3," green","neutral",1,0,0.7875,0.85,1,0.5,0.5,-0.0625
32,1,48," S4-20.jpg",2,1," orange","incongruent",1,0,0.8479,0.75,1,0.8,0.2,0.0979
32,1,49," S3-12.jpg",1,3," green","neutral",1,1,1.0477,0.8167,1,0.5,0.5,0.231
32,1,50," S3-12.jpg",1,1," orange","congruent",2,0,0.7653,0.95,1,0.8,0.8,-0.1847
32,1,51," S3-12.jpg",1,1," orange","congruent",1,1,0.6897,1.5,1,0.8,0.8,-0.8103
32,1,52," S4-20.jpg",2,2," purple","congruent",2,1,0.632,1.0333,1,0.8,0.8,-0.4013
32,1,53," S4-20.jpg",2,1," orange","incongruent",1,0,0.8699,0.7833,1,0.8,0.2,0.0866
32,1,54," S4-20.jpg",2,3," green","neutral",1,0,1.0237,0.9167,1,0.5,0.5,0.107
32,1,55," S3-12.jpg",1,3," green","neutral",1,1,1.719,0.95,1,0.5,0.5,0.769
32,1,56," S3-12.jpg",1,1," orange","congruent",1,1,1.4368,0.7667,1,0.8,0.8,0.6701
32,1,57," S4-20.jpg",2,2," purple","congruent",2,1,1.0007,0.8667,1,0.8,0.8,0.134
32,1,58," S4-20.jpg",2,2," purple","congruent",2,1,0.6144,0.8,1,0.8,0.8,-0.1856
32,1,59," S4-20.jpg",2,3," green","neutral",1,0,0.7157,0.8667,1,0.5,0.5,-0.151
32,1,60," S3-12.jpg",1,1," orange","congruent",1,1,1.1652,0.8833,1,0.8,0.8,0.2819
32,1,61," S3-12.jpg",1,1," orange","congruent",1,1,0.9209,1.0667,1,0.8,0.8,-0.1458
32,1,62," S4-20.jpg",2,2," purple","congruent",2,1,0.7916,0.85,1,0.8,0.8,-0.0584
32,1,63," S4-20.jpg",2,1," orange","incongruent",1,0,1.2819,0.9667,1,0.8,0.2,0.3152
32,1,64," S4-20.jpg",2,3," green","neutral",1,0,0.629,0.8333,1,0.5,0.5,-0.2043
32,1,65," S4-20.jpg",2,2," purple","congruent",2,1,0.8404,1.15,1,0.8,0.8,-0.3096
32,1,66," S3-12.jpg",1,3," green","neutral",1,1,0.8481,0.7833,1,0.5,0.5,0.0648
32,1,67," S4-20.jpg",2,3," green","neutral",1,0,0.6499,1.1,1,0.5,0.5,-0.4501
32,1,68," S4-20.jpg",2,2," purple","congruent",2,1,1.2021,0.8167,1,0.8,0.8,0.3854
32,1,69," S3-12.jpg",1,1," orange","congruent",1,1,1.4837,0.8833,1,0.8,0.8,0.6004
32,1,70," S4-20.jpg",2,2," purple","congruent",2,1,1.6828,0.9333,1,0.8,0.8,0.7495
32,1,71," S3-12.jpg",1,1," orange","congruent",1,1,0.7651,0.9833,1,0.8,0.8,-0.2182
32,1,72," S3-12.jpg",1,1," orange","congruent",1,1,0.8237,0.7667,1,0.8,0.8,0.0569999999999999
32,1,73," S4-20.jpg",2,3," green","neutral",1,0,0.859,0.8,1,0.5,0.5,0.0589999999999999
32,1,74," S4-20.jpg",2,2," purple","congruent",2,1,1.0823,0.9333,1,0.8,0.8,0.149
32,1,75," S4-20.jpg",2,1," orange","incongruent",1,0,1.0827,0.8167,1,0.8,0.2,0.266
33,1,1," S2-19.jpg",1,3," red","neutral",NA,0,NA,0.8333,1,0.5,0.5,NA
33,1,2," S1-15.jpg",2,2," blue","congruent",2,1,1.7549,1.0833,1,0.8,0.8,0.6716
33,1,3," S2-19.jpg",1,1," yellow","congruent",1,1,2.2502,0.9167,1,0.8,0.8,1.3335
33,1,4," S1-15.jpg",2,2," blue","congruent",2,1,1.6625,0.7833,1,0.8,0.8,0.8792
33,1,5," S2-19.jpg",1,2," blue","incongruent",1,1,1.7559,0.8333,1,0.8,0.2,0.9226
33,1,6," S2-19.jpg",1,1," yellow","congruent",1,1,2.0502,1.1,1,0.8,0.8,0.9502
33,1,7," S2-19.jpg",1,1," yellow","congruent",1,1,1.6853,0.7833,1,0.8,0.8,0.902
33,1,8," S2-19.jpg",1,3," red","neutral",1,1,1.8842,0.9,1,0.5,0.5,0.9842
33,1,9," S1-15.jpg",2,2," blue","congruent",2,1,1.7763,0.8,1,0.8,0.8,0.9763
33,1,10," S2-19.jpg",1,1," yellow","congruent",1,1,1.8598,0.8667,1,0.8,0.8,0.9931
33,1,11," S2-19.jpg",1,3," red","neutral",1,1,1.3766,0.75,1,0.5,0.5,0.6266
33,1,12," S1-15.jpg",2,2," blue","congruent",2,1,1.6478,0.7667,1,0.8,0.8,0.8811
33,1,13," S2-19.jpg",1,1," yellow","congruent",1,1,1.5564,0.9,1,0.8,0.8,0.6564
33,1,14," S1-15.jpg",2,2," blue","congruent",2,1,0.7285,0.9333,1,0.8,0.8,-0.2048
33,1,15," S1-15.jpg",2,3," red","neutral",2,1,1.6836,0.8833,1,0.5,0.5,0.8003
33,1,16," S1-15.jpg",2,2," blue","congruent",2,1,1.4953,0.95,1,0.8,0.8,0.5453
33,1,17," S1-15.jpg",2,1," yellow","incongruent",1,0,0.5831,0.85,1,0.8,0.2,-0.2669
33,1,18," S2-19.jpg",1,2," blue","incongruent",1,1,2.2123,1.0333,1,0.8,0.2,1.179
33,1,19," S2-19.jpg",1,1," yellow","congruent",1,1,2.2005,1.1167,1,0.8,0.8,1.0838
33,1,20," S1-15.jpg",2,3," red","neutral",2,1,1.3904,0.7833,1,0.5,0.5,0.6071
33,1,21," S1-15.jpg",2,2," blue","congruent",2,1,1.8251,0.8833,1,0.8,0.8,0.9418
33,1,22," S1-15.jpg",2,2," blue","congruent",2,1,1.5895,0.7833,1,0.8,0.8,0.8062
33,1,23," S1-15.jpg",2,3," red","neutral",2,1,1.6721,1.1333,1,0.5,0.5,0.5388
33,1,24," S1-15.jpg",2,2," blue","congruent",2,1,1.3189,0.8333,1,0.8,0.8,0.4856
33,1,25," S2-19.jpg",1,2," blue","incongruent",1,1,1.7891,1,1,0.8,0.2,0.7891
33,1,26," S1-15.jpg",2,3," red","neutral",2,1,1.59,0.8167,1,0.5,0.5,0.7733
33,1,27," S2-19.jpg",1,1," yellow","congruent",1,1,1.4481,0.7667,1,0.8,0.8,0.6814
33,1,28," S1-15.jpg",2,2," blue","congruent",2,1,1.6717,0.9667,1,0.8,0.8,0.705
33,1,29," S1-15.jpg",2,2," blue","congruent",2,1,1.848,1.15,1,0.8,0.8,0.698
33,1,30," S1-15.jpg",2,2," blue","congruent",2,1,1.4604,0.9167,1,0.8,0.8,0.5437
33,1,31," S2-19.jpg",1,3," red","neutral",1,1,1.6224,0.8,1,0.5,0.5,0.8224
33,1,32," S2-19.jpg",1,1," yellow","congruent",1,1,1.9778,0.7667,1,0.8,0.8,1.2111
33,1,33," S1-15.jpg",2,3," red","neutral",2,1,1.6244,0.8167,1,0.5,0.5,0.8077
33,1,34," S2-19.jpg",1,1," yellow","congruent",1,1,1.6599,0.8833,1,0.8,0.8,0.7766
33,1,35," S2-19.jpg",1,3," red","neutral",1,1,1.695,0.7667,1,0.5,0.5,0.9283
33,1,36," S2-19.jpg",1,3," red","neutral",1,1,1.6475,1.05,1,0.5,0.5,0.5975
33,1,37," S2-19.jpg",1,3," red","neutral",1,1,1.3657,0.8667,1,0.5,0.5,0.499
33,1,38," S2-19.jpg",1,1," yellow","congruent",1,1,1.2844,0.8,1,0.8,0.8,0.4844
33,1,39," S1-15.jpg",2,3," red","neutral",2,1,1.613,0.85,1,0.5,0.5,0.763
33,1,40," S2-19.jpg",1,3," red","neutral",1,1,2.2246,0.8167,1,0.5,0.5,1.4079
33,1,41," S1-15.jpg",2,2," blue","congruent",2,1,1.753,0.9833,1,0.8,0.8,0.7697
33,1,42," S2-19.jpg",1,1," yellow","congruent",1,1,2.1059,0.9833,1,0.8,0.8,1.1226
33,1,43," S1-15.jpg",2,1," yellow","incongruent",2,1,1.4362,0.8167,1,0.8,0.2,0.6195
33,1,44," S2-19.jpg",1,2," blue","incongruent",1,1,1.6699,0.9333,1,0.8,0.2,0.7366
33,1,45," S1-15.jpg",2,3," red","neutral",2,1,2.071,0.7833,1,0.5,0.5,1.2877
33,1,46," S2-19.jpg",1,1," yellow","congruent",1,1,1.4947,0.85,1,0.8,0.8,0.6447
33,1,47," S1-15.jpg",2,2," blue","congruent",2,1,1.7649,1.0167,1,0.8,0.8,0.7482
33,1,48," S1-15.jpg",2,2," blue","congruent",2,1,1.6114,0.7833,1,0.8,0.8,0.8281
33,1,49," S2-19.jpg",1,1," yellow","congruent",1,1,1.5196,0.85,1,0.8,0.8,0.6696
33,1,50," S1-15.jpg",2,2," blue","congruent",2,1,1.6014,0.7667,1,0.8,0.8,0.8347
33,1,51," S1-15.jpg",2,1," yellow","incongruent",2,1,1.6358,0.8167,1,0.8,0.2,0.8191
33,1,52," S2-19.jpg",1,1," yellow","congruent",1,1,1.4593,0.8,1,0.8,0.8,0.6593
33,1,53," S1-15.jpg",2,3," red","neutral",2,1,1.6245,0.9,1,0.5,0.5,0.7245
33,1,54," S2-19.jpg",1,2," blue","incongruent",1,1,1.9546,0.9667,1,0.8,0.2,0.9879
33,1,55," S1-15.jpg",2,1," yellow","incongruent",2,1,1.9185,0.8667,1,0.8,0.2,1.0518
33,1,56," S2-19.jpg",1,1," yellow","congruent",1,1,1.883,0.85,1,0.8,0.8,1.033
33,1,57," S1-15.jpg",2,2," blue","congruent",2,1,2.1416,1.5,1,0.8,0.8,0.6416
33,1,58," S2-19.jpg",1,3," red","neutral",1,1,1.8952,0.8,1,0.5,0.5,1.0952
33,1,59," S1-15.jpg",2,3," red","neutral",2,1,1.8948,0.8333,1,0.5,0.5,1.0615
33,1,60," S1-15.jpg",2,3," red","neutral",1,0,2.1425,1.1667,1,0.5,0.5,0.9758
33,1,61," S1-15.jpg",2,2," blue","congruent",2,1,1.7067,0.95,1,0.8,0.8,0.7567
33,1,62," S1-15.jpg",2,3," red","neutral",2,1,1.4833,0.7667,1,0.5,0.5,0.7166
33,1,63," S1-15.jpg",2,2," blue","congruent",2,1,1.3664,0.8,1,0.8,0.8,0.5664
33,1,64," S2-19.jpg",1,1," yellow","congruent",1,1,1.5896,0.9167,1,0.8,0.8,0.6729
33,1,65," S2-19.jpg",1,3," red","neutral",1,1,1.6122,0.8667,1,0.5,0.5,0.7455
33,1,66," S1-15.jpg",2,2," blue","congruent",2,1,1.518,0.7667,1,0.8,0.8,0.7513
33,1,67," S2-19.jpg",1,3," red","neutral",1,1,1.5183,0.9333,1,0.5,0.5,0.585
33,1,68," S2-19.jpg",1,1," yellow","congruent",1,1,1.6119,0.75,1,0.8,0.8,0.8619
33,1,69," S2-19.jpg",1,3," red","neutral",1,1,2.2955,1,1,0.5,0.5,1.2955
33,1,70," S1-15.jpg",2,3," red","neutral",2,1,1.9072,0.8167,1,0.5,0.5,1.0905
33,1,71," S2-19.jpg",1,1," yellow","congruent",1,1,1.6712,0.8333,1,0.8,0.8,0.8379
33,1,72," S2-19.jpg",1,1," yellow","congruent",1,1,1.5423,0.7833,1,0.8,0.8,0.759
33,1,73," S1-15.jpg",2,1," yellow","incongruent",2,1,2.1422,0.8833,1,0.8,0.2,1.2589
33,1,74," S2-19.jpg",1,3," red","neutral",1,1,2.3425,1.5,1,0.5,0.5,0.8425
33,1,75," S2-19.jpg",1,1," yellow","congruent",1,1,1.9772,1.0667,1,0.8,0.8,0.9105
35,1,1," S2-19.jpg",1,3," red","neutral",NA,0,NA,0.7667,1,0.5,0.5,NA
35,1,2," S2-19.jpg",1,1," blue","congruent",1,1,1.2733,0.8167,1,0.8,0.8,0.4566
35,1,3," S1-15.jpg",2,3," red","neutral",2,1,1.3772,0.8667,1,0.5,0.5,0.5105
35,1,4," S1-15.jpg",2,1," blue","incongruent",2,1,1.4742,1.0167,1,0.8,0.2,0.4575
35,1,5," S2-19.jpg",1,1," blue","congruent",1,1,1.4724,0.8833,1,0.8,0.8,0.5891
35,1,6," S2-19.jpg",1,1," blue","congruent",1,1,1.201,0.7833,1,0.8,0.8,0.4177
35,1,7," S1-15.jpg",2,3," red","neutral",2,1,1.2369,0.9333,1,0.5,0.5,0.3036
35,1,8," S1-15.jpg",2,3," red","neutral",2,1,0.3513,0.7833,1,0.5,0.5,-0.432
35,1,9," S1-15.jpg",2,2," yellow","congruent",2,1,1.4133,0.8,1,0.8,0.8,0.6133
35,1,10," S1-15.jpg",2,2," yellow","congruent",2,1,1.4248,1,1,0.8,0.8,0.4248
35,1,11," S1-15.jpg",2,3," red","neutral",2,1,0.6884,0.8,1,0.5,0.5,-0.1116
35,1,12," S2-19.jpg",1,3," red","neutral",2,0,0.457,0.9,1,0.5,0.5,-0.443
35,1,13," S2-19.jpg",1,1," blue","congruent",1,1,0.4174,0.8667,1,0.8,0.8,-0.4493
35,1,14," S1-15.jpg",2,3," red","neutral",2,1,0.5916,0.7667,1,0.5,0.5,-0.1751
35,1,15," S1-15.jpg",2,2," yellow","congruent",2,1,1.5619,1.1167,1,0.8,0.8,0.4452
35,1,16," S2-19.jpg",1,1," blue","congruent",1,1,0.5669,0.8167,1,0.8,0.8,-0.2498
35,1,17," S2-19.jpg",1,1," blue","congruent",1,1,0.5398,0.9667,1,0.8,0.8,-0.4269
35,1,18," S2-19.jpg",1,3," red","neutral",2,0,0.3194,0.95,1,0.5,0.5,-0.6306
35,1,19," S2-19.jpg",1,1," blue","congruent",1,1,0.9058,0.7833,1,0.8,0.8,0.1225
35,1,20," S1-15.jpg",2,2," yellow","congruent",2,1,1.0268,1.15,1,0.8,0.8,-0.1232
35,1,21," S1-15.jpg",2,2," yellow","congruent",2,1,0.4223,0.9667,1,0.8,0.8,-0.5444
35,1,22," S2-19.jpg",1,2," yellow","incongruent",2,0,0.467,1.1333,1,0.8,0.2,-0.6663
35,1,23," S1-15.jpg",2,3," red","neutral",1,0,0.713,0.85,1,0.5,0.5,-0.137
35,1,24," S1-15.jpg",2,2," yellow","congruent",2,1,0.7641,1.5,1,0.8,0.8,-0.7359
35,1,25," S2-19.jpg",1,1," blue","congruent",1,1,0.5573,0.8667,1,0.8,0.8,-0.3094
35,1,26," S2-19.jpg",1,2," yellow","incongruent",2,0,0.5157,0.7833,1,0.8,0.2,-0.2676
35,1,27," S1-15.jpg",2,1," blue","incongruent",1,0,0.4589,0.8333,1,0.8,0.2,-0.3744
35,1,28," S1-15.jpg",2,2," yellow","congruent",2,1,0.5703,0.8167,1,0.8,0.8,-0.2464
35,1,29," S1-15.jpg",2,3," red","neutral",2,1,0.6063,0.9333,1,0.5,0.5,-0.327
35,1,30," S1-15.jpg",2,2," yellow","congruent",2,1,0.5101,0.8333,1,0.8,0.8,-0.3232
35,1,31," S1-15.jpg",2,1," blue","incongruent",1,0,0.4332,0.8667,1,0.8,0.2,-0.4335
35,1,32," S1-15.jpg",2,2," yellow","congruent",2,1,0.5835,0.7667,1,0.8,0.8,-0.1832
35,1,33," S1-15.jpg",2,3," red","neutral",2,1,0.5091,0.8333,1,0.5,0.5,-0.3242
35,1,34," S2-19.jpg",1,3," red","neutral",2,0,0.4727,0.85,1,0.5,0.5,-0.3773
35,1,35," S1-15.jpg",2,3," red","neutral",1,0,0.7392,1.0833,1,0.5,0.5,-0.3441
35,1,36," S2-19.jpg",1,3," red","neutral",2,0,0.4964,1.1,1,0.5,0.5,-0.6036
35,1,37," S2-19.jpg",1,2," yellow","incongruent",2,0,0.9311,0.9833,1,0.8,0.2,-0.0521999999999999
35,1,38," S2-19.jpg",1,1," blue","congruent",1,1,0.4513,1.05,1,0.8,0.8,-0.5987
35,1,39," S2-19.jpg",1,3," red","neutral",1,1,0.5818,0.9,1,0.5,0.5,-0.3182
35,1,40," S2-19.jpg",1,1," blue","congruent",1,1,0.527,0.8,1,0.8,0.8,-0.273
35,1,41," S2-19.jpg",1,1," blue","congruent",1,1,0.4643,0.7667,1,0.8,0.8,-0.3024
35,1,42," S2-19.jpg",1,3," red","neutral",2,0,0.4519,0.9833,1,0.5,0.5,-0.5314
35,1,43," S1-15.jpg",2,2," yellow","congruent",2,1,0.7886,0.9,1,0.8,0.8,-0.1114
35,1,44," S1-15.jpg",2,3," red","neutral",1,0,0.4134,0.8167,1,0.5,0.5,-0.4033
35,1,45," S1-15.jpg",2,2," yellow","congruent",2,1,0.548,1.5,1,0.8,0.8,-0.952
35,1,46," S1-15.jpg",2,2," yellow","congruent",2,1,0.5492,0.7833,1,0.8,0.8,-0.2341
35,1,47," S1-15.jpg",2,2," yellow","congruent",1,0,0.589,0.8,1,0.8,0.8,-0.211
35,1,48," S1-15.jpg",2,2," yellow","congruent",2,1,0.5499,1.0667,1,0.8,0.8,-0.5168
35,1,49," S2-19.jpg",1,2," yellow","incongruent",2,0,0.4927,0.9167,1,0.8,0.2,-0.424
35,1,50," S2-19.jpg",1,3," red","neutral",2,0,0.7027,0.7667,1,0.5,0.5,-0.0640000000000001
35,1,51," S1-15.jpg",2,2," yellow","congruent",2,1,0.4822,0.8833,1,0.8,0.8,-0.4011
35,1,52," S2-19.jpg",1,1," blue","congruent",1,1,0.4895,0.8833,1,0.8,0.8,-0.3938
35,1,53," S2-19.jpg",1,1," blue","congruent",1,1,0.5526,0.8333,1,0.8,0.8,-0.2807
35,1,54," S2-19.jpg",1,3," red","neutral",2,0,0.4001,0.8333,1,0.5,0.5,-0.4332
35,1,55," S2-19.jpg",1,1," blue","congruent",1,1,0.542,0.8167,1,0.8,0.8,-0.2747
35,1,56," S2-19.jpg",1,3," red","neutral",1,1,0.4604,0.8833,1,0.5,0.5,-0.4229
35,1,57," S2-19.jpg",1,3," red","neutral",2,0,0.8253,1.1667,1,0.5,0.5,-0.3414
35,1,58," S2-19.jpg",1,1," blue","congruent",1,1,0.5095,0.9167,1,0.8,0.8,-0.4072
35,1,59," S2-19.jpg",1,1," blue","congruent",1,1,0.4964,1.0333,1,0.8,0.8,-0.5369
35,1,60," S1-15.jpg",2,2," yellow","congruent",2,1,1.2846,0.8167,1,0.8,0.8,0.4679
35,1,61," S2-19.jpg",1,1," blue","congruent",1,1,0.5999,0.7667,1,0.8,0.8,-0.1668
35,1,62," S1-15.jpg",2,2," yellow","congruent",2,1,0.669,0.85,1,0.8,0.8,-0.181
35,1,63," S1-15.jpg",2,2," yellow","congruent",2,1,0.662,0.7667,1,0.8,0.8,-0.1047
35,1,64," S1-15.jpg",2,3," red","neutral",1,0,0.77,1,1,0.5,0.5,-0.23
35,1,65," S1-15.jpg",2,2," yellow","congruent",2,1,0.6111,0.75,1,0.8,0.8,-0.1389
35,1,66," S2-19.jpg",1,1," blue","congruent",1,1,0.5101,0.85,1,0.8,0.8,-0.3399
35,1,67," S2-19.jpg",1,1," blue","congruent",1,1,0.5039,0.7833,1,0.8,0.8,-0.2794
35,1,68," S1-15.jpg",2,1," blue","incongruent",1,0,0.504,0.9333,1,0.8,0.2,-0.4293
35,1,69," S2-19.jpg",1,2," yellow","incongruent",2,0,0.6868,0.9167,1,0.8,0.2,-0.2299
35,1,70," S1-15.jpg",2,3," red","neutral",1,0,0.5313,0.8,1,0.5,0.5,-0.2687
35,1,71," S2-19.jpg",1,3," red","neutral",1,1,0.4901,0.75,1,0.5,0.5,-0.2599
35,1,72," S1-15.jpg",2,2," yellow","congruent",2,1,0.5987,0.95,1,0.8,0.8,-0.3513
35,1,73," S2-19.jpg",1,1," blue","congruent",1,1,0.4012,0.8,1,0.8,0.8,-0.3988
35,1,74," S1-15.jpg",2,1," blue","incongruent",1,0,0.4338,0.85,1,0.8,0.2,-0.4162
35,1,75," S1-15.jpg",2,3," red","neutral",2,1,0.4349,0.7833,1,0.5,0.5,-0.3484
36,1,1," S4-20.jpg",2,1," yellow","incongruent",NA,0,NA,0.7667,1,0.8,0.2,NA
36,1,2," S4-20.jpg",2,3," red","neutral",1,0,1.6571,0.75,1,0.5,0.5,0.9071
36,1,3," S3-12.jpg",1,1," yellow","congruent",1,1,1.7795,0.9167,1,0.8,0.8,0.8628
36,1,4," S4-20.jpg",2,2," blue","congruent",2,1,1.6132,0.8667,1,0.8,0.8,0.7465
36,1,5," S3-12.jpg",1,1," yellow","congruent",1,1,1.5524,0.75,1,0.8,0.8,0.8024
36,1,6," S3-12.jpg",1,3," red","neutral",1,1,1.4506,0.85,1,0.5,0.5,0.6006
36,1,7," S4-20.jpg",2,2," blue","congruent",2,1,1.4266,1.0333,1,0.8,0.8,0.3933
36,1,8," S4-20.jpg",2,2," blue","congruent",2,1,1.2026,0.8,1,0.8,0.8,0.4026
36,1,9," S3-12.jpg",1,3," red","neutral",1,1,0.4657,0.7833,1,0.5,0.5,-0.3176
36,1,10," S4-20.jpg",2,3," red","neutral",1,0,0.4649,1.0167,1,0.5,0.5,-0.5518
36,1,11," S4-20.jpg",2,2," blue","congruent",2,1,1.2955,0.8333,1,0.8,0.8,0.4622
36,1,12," S4-20.jpg",2,2," blue","congruent",2,1,1.2477,0.85,1,0.8,0.8,0.3977
36,1,13," S3-12.jpg",1,1," yellow","congruent",1,1,1.872,1.2,1,0.8,0.8,0.672
36,1,14," S3-12.jpg",1,1," yellow","congruent",1,1,1.3908,0.9833,1,0.8,0.8,0.4075
36,1,15," S3-12.jpg",1,3," red","neutral",2,0,0.6863,1.1833,1,0.5,0.5,-0.497
36,1,16," S4-20.jpg",2,2," blue","congruent",1,0,2.0837,1.0833,1,0.8,0.8,1.0004
36,1,17," S3-12.jpg",1,2," blue","incongruent",1,1,1.7533,1.1,1,0.8,0.2,0.6533
36,1,18," S3-12.jpg",1,1," yellow","congruent",1,1,1.5674,0.9,1,0.8,0.8,0.6674
36,1,19," S4-20.jpg",2,2," blue","congruent",2,1,1.5887,0.8333,1,0.8,0.8,0.7554
36,1,20," S4-20.jpg",2,2," blue","congruent",2,1,1.2941,0.8,1,0.8,0.8,0.4941
36,1,21," S4-20.jpg",2,2," blue","congruent",2,1,1.2341,0.9333,1,0.8,0.8,0.3008
36,1,22," S3-12.jpg",1,1," yellow","congruent",1,1,1.5306,1,1,0.8,0.8,0.5306
36,1,23," S3-12.jpg",1,1," yellow","congruent",1,1,1.4008,0.85,1,0.8,0.8,0.5508
36,1,24," S3-12.jpg",1,1," yellow","congruent",1,1,1.213,0.7667,1,0.8,0.8,0.4463
36,1,25," S3-12.jpg",1,1," yellow","congruent",1,1,1.2241,0.8,1,0.8,0.8,0.4241
36,1,26," S3-12.jpg",1,2," blue","incongruent",1,1,1.4841,0.9667,1,0.8,0.2,0.5174
36,1,27," S3-12.jpg",1,1," yellow","congruent",1,1,1.7069,1,1,0.8,0.8,0.7069
36,1,28," S3-12.jpg",1,1," yellow","congruent",1,1,0.7178,1.5,1,0.8,0.8,-0.7822
